"SY","DIST_CODE","DIST_NAME","ORG_CODE","ORG_NAME","ORG_TYPE","TOTAL_CNT","PK_CNT","K_CNT","G1_CNT","G2_CNT","G3_CNT","G4_CNT","G5_CNT","G6_CNT","G7_CNT","G8_CNT","G9_CNT","G10_CNT","G11_CNT","G12_CNT","SP_CNT","AIAN_PCT","AS_PCT","BAA_PCT","HL_PCT","MNHL_PCT","NHPI_PCT","WH_PCT","FE_PCT","MA_PCT","NB_PCT","EL_CNT","EL_PCT","FLNE_CNT","FLNE_PCT","HN_CNT","HN_PCT","LI_CNT","LI_PCT","ECD_CNT","ECD_PCT","SWD_CNT","SWD_PCT"
"2002","02810000","Springfield","02810025","Brightwood","School","434","45","48","76","63","72","69","61","0","0","0","0","0","0","0",,"0.5%","0.2%","22.1%","71%",,,"6.2%","48.2%","51.8%",,"100","23%","119","27.4%",,,"366","84.3%",,,"0","0%"
"2002","02810000","Springfield","02810310","Chestnut Street Middle","School","1,245","0","0","0","0","0","0","0","357","433","454","1","0","0","0",,"0.2%","1.9%","23.1%","48.2%",,,"26.6%","47.6%","52.4%",,"155","12.4%","223","17.9%",,,"335","26.9%",,,"0","0%"
"2002","02810000","Springfield","02810035","Daniel B Brunton","School","605","52","74","94","86","103","97","99","0","0","0","0","0","0","0",,"0.3%","3.5%","25%","36%",,,"35.2%","46.9%","53.1%",,"68","11.2%","117","19.3%",,,"370","61.2%",,,"0","0%"
"2002","02810000","Springfield","02810125","Dryden Memorial","School","288","1","42","49","45","42","52","57","0","0","0","0","0","0","0",,"0%","3.5%","13.9%","48.6%",,,"34%","53.8%","46.2%",,"27","9.4%","55","19.1%",,,"193","67%",,,"0","0%"
"2002","02810000","Springfield","02810030","Elias Brookings","School","567","0","40","49","52","46","58","48","60","103","111","0","0","0","0",,"0.2%","0.9%","37.9%","44.6%",,,"16.4%","48.9%","51.1%",,"22","3.9%","38","6.7%",,,"480","84.7%",,,"0","0%"
"2002","02810000","Springfield","02810325","Forest Park Middle","School","888","0","0","0","0","0","0","0","283","315","290","0","0","0","0",,"0.3%","4.3%","23.8%","38.1%",,,"33.6%","45%","55%",,"5","0.6%","24","2.7%",,,"606","68.2%",,,"0","0%"
"2002","02810000","Springfield","02810075","Frank H Freedman","School","260","0","37","44","43","47","39","50","0","0","0","0","0","0","0",,"0.8%","1.2%","31.5%","53.1%",,,"13.5%","52.3%","47.7%",,"58","22.3%","89","34.2%",,,"229","88.1%",,,"0","0%"
"2002","02810000","Springfield","02810080","Frederick Harris","School","431","37","68","84","73","63","50","56","0","0","0","0","0","0","0",,"0%","3%","15.5%","43.9%",,,"37.6%","48.7%","51.3%",,"50","11.6%","80","18.6%",,,"292","67.7%",,,"0","0%"
"2002","02810000","Springfield","02810195","Gerena","School","763","65","115","115","98","120","119","131","0","0","0","0","0","0","0",,"0.1%","0.3%","23.5%","69.1%",,,"7.1%","45.9%","54.1%",,"50","6.6%","85","11.1%",,,"660","86.5%",,,"0","0%"
"2002","02810000","Springfield","02810065","Glenwood","School","363","0","47","63","64","57","67","65","0","0","0","0","0","0","0",,"0%","0.3%","15.7%","49.6%",,,"34.4%","49%","51%",,"65","17.9%","115","31.7%",,,"262","72.2%",,,"0","0%"
"2002","02810000","Springfield","02810068","Glickman Elementary","School","251","0","45","52","50","51","52","1","0","0","0","0","0","0","0",,"0.8%","1.6%","43%","28.7%",,,"25.9%","51%","49%",,"5","2%","6","2.4%",,,"184","73.3%",,,"0","0%"
"2002","02810000","Springfield","02810510","High School Of Commerce","School","1,441","0","0","0","0","0","0","0","0","0","1","559","332","296","253",,"0.1%","2.4%","41.2%","44.2%",,,"12.2%","57.3%","42.7%",,"72","5%","113","7.8%",,,"687","47.7%",,,"0","0%"
"2002","02810000","Springfield","02810530","High School/Science-Tech","School","1,439","0","0","0","0","0","0","0","0","0","0","582","323","267","267",,"0.1%","5.1%","28.5%","36.2%",,,"30.1%","44.4%","55.6%",,"60","4.2%","112","7.8%",,,"413","28.7%",,,"0","0%"
"2002","02810000","Springfield","02810050","Hiram L Dorman","School","236","0","35","44","43","32","48","34","0","0","0","0","0","0","0",,"0%","4.7%","34.3%","33.5%",,,"27.5%","44.5%","55.5%",,"9","3.8%","13","5.5%",,,"200","84.7%",,,"0","0%"
"2002","02810000","Springfield","02810085","Homer Street","School","434","0","45","73","67","83","83","83","0","0","0","0","0","0","0",,"0%","0.2%","48.2%","44%",,,"7.6%","48.4%","51.6%",,"54","12.4%","63","14.5%",,,"361","83.2%",,,"0","0%"
"2002","02810000","Springfield","02810100","Indian Orchard Elem","School","570","87","86","88","86","76","86","61","0","0","0","0","0","0","0",,"0.5%","1.9%","31.6%","30%",,,"36%","49.1%","50.9%",,"33","5.8%","42","7.4%",,,"381","66.8%",,,"0","0%"
"2002","02810000","Springfield","02810002","Island Pond Pre-K Center","School","140","140","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0.7%","7.9%","19.3%","40.7%",,,"31.4%","42.1%","57.9%",,"10","7.1%","29","20.7%",,,"91","65%",,,"0","0%"
"2002","02810000","Springfield","02810328","John F Kennedy Middle","School","655","0","0","0","0","0","0","0","210","209","236","0","0","0","0",,"0%","0.3%","37.9%","42.4%",,,"19.4%","51.3%","48.7%",,"2","0.3%","41","6.3%",,,"563","86%",,,"0","0%"
"2002","02810000","Springfield","02810320","John J Duggan Middle","School","915","0","0","0","0","0","0","0","273","290","352","0","0","0","0",,"0.1%","0.7%","30.6%","53%",,,"15.6%","51.1%","48.9%",,"125","13.7%","197","21.5%",,,"725","79.2%",,,"0","0%"
"2002","02810000","Springfield","02810110","Kensington Avenue","School","349","0","68","71","62","46","52","50","0","0","0","0","0","0","0",,"0%","6.3%","20.3%","59.6%",,,"13.8%","50.1%","49.9%",,"44","12.6%","69","19.8%",,,"319","91.4%",,,"0","0%"
"2002","02810000","Springfield","02810115","Liberty","School","274","0","41","47","49","40","55","42","0","0","0","0","0","0","0",,"0.4%","2.2%","18.6%","55.8%",,,"23%","48.5%","51.5%",,"2","0.7%","9","3.3%",,,"216","78.8%",,,"0","0%"
"2002","02810000","Springfield","02810120","Lincoln","School","454","0","71","70","72","77","79","85","0","0","0","0","0","0","0",,"0.4%","0.7%","37.2%","49.8%",,,"11.9%","47.4%","52.6%",,"0","0%","38","8.4%",,,"381","83.9%",,,"0","0%"
"2002","02810000","Springfield","02810330","M Marcus Kiley Middle","School","1,101","0","0","0","0","0","0","0","325","398","378","0","0","0","0",,"0.2%","1.9%","26.8%","46.6%",,,"24.5%","48.9%","51.1%",,"109","9.9%","158","14.4%",,,"759","68.9%",,,"0","0%"
"2002","02810000","Springfield","02810060","Margaret C Ells","School","249","0","44","44","44","39","46","32","0","0","0","0","0","0","0",,"0.4%","1.2%","49.4%","26.5%",,,"22.5%","49%","51%",,"0","0%","6","2.4%",,,"212","85.1%",,,"0","0%"
"2002","02810000","Springfield","02810140","Mary M Lynch","School","282","0","39","47","50","45","51","50","0","0","0","0","0","0","0",,"0%","0.7%","28%","37.9%",,,"33.3%","49.3%","50.7%",,"43","15.2%","54","19.1%",,,"205","72.7%",,,"0","0%"
"2002","02810000","Springfield","02810155","Mary M Walsh","School","458","0","60","93","80","72","75","78","0","0","0","0","0","0","0",,"0%","2%","26.6%","40.4%",,,"31%","48%","52%",,"70","15.3%","87","19%",,,"365","79.7%",,,"0","0%"
"2002","02810000","Springfield","02810145","Mary O Pottenger","School","459","0","63","87","81","72","84","72","0","0","0","0","0","0","0",,"0%","1.3%","23.7%","54.7%",,,"20.3%","47.7%","52.3%",,"43","9.4%","54","11.8%",,,"406","88.5%",,,"0","0%"
"2002","02810000","Springfield","02810600","Mass Career Dev Institute","School","100","0","0","0","0","0","0","0","3","14","16","25","19","14","9",,"0%","0%","36%","47%",,,"17%","37%","63%",,"0","0%","12","12%",,,"48","48%",,,"0","0%"
"2002","02810000","Springfield","02810023","Milton Bradley School","School","681","72","91","95","106","105","107","104","1","0","0","0","0","0","0",,"0%","1.3%","27.3%","54.9%",,,"16.4%","48.8%","51.2%",,"78","11.5%","93","13.7%",,,"581","85.3%",,,"0","0%"
"2002","02810000","Springfield","02810620","Putnam Voc Tech High Sch","School","1,258","0","0","0","0","0","0","0","0","0","0","458","339","248","213",,"0%","1.5%","27.5%","58%",,,"13%","46.1%","53.9%",,"97","7.7%","128","10.2%",,,"593","47.1%",,,"0","0%"
"2002","02810000","Springfield","02810055","Rebecca M Johnson","School","706","94","117","110","89","93","104","99","0","0","0","0","0","0","0",,"0.4%","1.7%","33.6%","54%",,,"10.3%","45.9%","54.1%",,"78","11%","122","17.3%",,,"626","88.7%",,,"0","0%"
"2002","02810000","Springfield","02810522","S.A.G.E.","School","43","0","0","0","0","0","0","0","3","0","4","15","9","4","8",,"0%","2.3%","32.6%","51.2%",,,"14%","18.6%","81.4%",,"0","0%","1","2.3%",,,"30","69.8%",,,"0","0%"
"2002","02810000","Springfield","02810020","Samuel Bowles","School","396","0","61","62","73","62","74","64","0","0","0","0","0","0","0",,"0%","1.3%","16.2%","58.3%",,,"24.2%","48.5%","51.5%",,"72","18.2%","107","27%",,,"243","61.4%",,,"0","0%"
"2002","02810000","Springfield","02810000","Springfield","District","25,091","844","1,862","2,142","2,052","2,020","2,132","1,999","1,863","2,024","1,972","2,274","1,472","1,212","1,223",,"0.2%","2.4%","29.1%","45.3%",,,"23%","48.6%","51.4%",,"2,075","8.3%","3,342","13.3%",,,"16,484","65.7%",,,"4,662","18.6%"
"2002","02810000","Springfield","02810535","Springfield Academy","School","100","0","4","1","2","2","6","6","9","19","16","20","9","5","1",,"0%","0%","30%","41%",,,"29%","21%","79%",,"0","0%","8","8%",,,"67","67%",,,"0","0%"
"2002","02810000","Springfield","02810500","Springfield Central High","School","1,640","0","0","0","0","0","0","0","0","0","0","539","372","355","374",,"0.2%","2.6%","26.5%","28%",,,"42.7%","49.5%","50.5%",,"47","2.9%","236","14.4%",,,"590","36%",,,"0","0%"
"2002","02810000","Springfield","02810540","Springfield H S","School","201","0","0","0","0","0","0","0","0","0","0","54","55","17","75",,"0.5%","0%","26.9%","53.2%",,,"19.4%","55.2%","44.8%",,"5","2.5%","22","10.9%",,,"88","43.8%",,,"0","0%"
"2002","02810000","Springfield","02810160","Sumner Avenue","School","542","48","71","85","85","80","86","87","0","0","0","0","0","0","0",,"0.6%","16.8%","25.8%","32.5%",,,"24.4%","45.8%","54.2%",,"26","4.8%","68","12.5%",,,"415","76.6%",,,"0","0%"
"2002","02810000","Springfield","02810015","Thomas M Balliet","School","249","0","30","46","42","46","45","40","0","0","0","0","0","0","0",,"0%","0.8%","41%","28.5%",,,"29.7%","48.2%","51.8%",,"0","0%","4","1.6%",,,"191","76.7%",,,"0","0%"
"2002","02810000","Springfield","02810340","Van Sickle Middle School","School","696","0","0","0","0","0","0","0","339","243","114","0","0","0","0",,"0%","0.1%","31.3%","51.4%",,,"17.1%","46.7%","53.3%",,"87","12.5%","111","15.9%",,,"524","75.3%",,,"0","0%"
"2002","02810000","Springfield","02810180","Warner","School","316","38","45","45","41","48","55","44","0","0","0","0","0","0","0",,"0%","1.3%","34.5%","25.6%",,,"38.6%","49.4%","50.6%",,"0","0%","7","2.2%",,,"250","79.1%",,,"0","0%"
"2002","02810000","Springfield","02810185","Washington","School","403","0","66","70","65","66","70","66","0","0","0","0","0","0","0",,"0%","2%","21.8%","57.8%",,,"18.4%","47.9%","52.1%",,"98","24.3%","114","28.3%",,,"370","91.8%",,,"0","0%"
"2002","02810000","Springfield","02810190","White Street","School","464","0","64","73","82","89","76","80","0","0","0","0","0","0","0",,"0%","6.9%","26.1%","53.7%",,,"13.4%","54.3%","45.7%",,"79","17%","105","22.6%",,,"432","93.1%",,,"0","0%"
"2002","02810000","Springfield","02810045","William N Deberry","School","301","0","42","52","48","44","54","61","0","0","0","0","0","0","0",,"0.3%","0%","40.2%","55.8%",,,"3.7%","49.8%","50.2%",,"35","11.6%","45","15%",,,"269","89.4%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810095","Alfred G Zanetti","School","462","136","57","58","60","55","52","44","0","0","0","0","0","0","0",,"0%","2.2%","35.3%","44.8%",,,"17.7%","46.5%","53.5%",,"67","14.5%","217","47%",,,"246","53.2%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810175","Alice B Beal Elem","School","322","0","47","57","54","58","51","55","0","0","0","0","0","0","0",,"0.3%","4.7%","33.2%","28%",,,"33.9%","49.1%","50.9%",,"0","0%","42","13%",,,"157","48.8%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810010","Armory Street","School","296","41","51","44","37","42","42","39","0","0","0","0","0","0","0",,"0%","1.4%","22%","60.1%",,,"16.6%","48.3%","51.7%",,"42","14.2%","113","38.2%",,,"258","87.2%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810165","Arthur T Talmadge","School","326","0","53","57","55","47","53","61","0","0","0","0","0","0","0",,"0%","1.8%","35.9%","15%",,,"47.2%","49.4%","50.6%",,"0","0%","21","6.4%",,,"180","55.2%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810520","Bridge Academy Jr & Sr","School","155","0","0","0","0","0","0","0","0","0","0","60","54","32","9",,"0%","0.6%","20.6%","52.3%",,,"26.5%","58.1%","41.9%",,"1","0.6%","6","3.9%",,,"155","100%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810025","Brightwood","School","475","42","81","73","74","75","70","60","0","0","0","0","0","0","0",,"0%","0.6%","24%","69.5%",,,"5.9%","46.5%","53.5%",,"163","34.3%","189","39.8%",,,"430","90.5%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810310","Chestnut Street Middle","School","1,362","0","0","0","0","0","0","0","473","463","426","0","0","0","0",,"0.1%","1.1%","24.3%","44.6%",,,"29.9%","52.6%","47.4%",,"150","11%","608","44.6%",,,"623","45.7%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810035","Daniel B Brunton","School","595","40","79","88","99","97","105","87","0","0","0","0","0","0","0",,"0%","2.5%","26.9%","31.4%",,,"39.2%","46.1%","53.9%",,"0","0%","139","23.4%",,,"341","57.3%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810125","Dryden Memorial","School","336","0","51","61","54","61","57","52","0","0","0","0","0","0","0",,"0%","3%","14%","50.3%",,,"32.7%","54.5%","45.5%",,"66","19.6%","141","42%",,,"147","43.8%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810030","Elias Brookings","School","709","0","54","58","52","53","58","51","137","121","125","0","0","0","0",,"0%","1%","39.4%","41.2%",,,"18.5%","48.8%","51.2%",,"59","8.3%","200","28.2%",,,"650","91.7%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810325","Forest Park Middle","School","961","0","0","0","0","0","0","0","341","307","313","0","0","0","0",,"0%","4.9%","26.3%","36.2%",,,"32.6%","48.3%","51.7%",,"10","1%","39","4.1%",,,"838","87.2%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810075","Frank H Freedman","School","297","0","45","46","47","49","55","55","0","0","0","0","0","0","0",,"0%","0.3%","27.9%","54.9%",,,"16.8%","49.2%","50.8%",,"67","22.6%","144","48.5%",,,"292","98.3%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810080","Frederick Harris","School","368","0","71","79","53","56","53","56","0","0","0","0","0","0","0",,"0.5%","2.4%","19.6%","39.9%",,,"37.5%","48.6%","51.4%",,"0","0%","1","0.3%",,,"178","48.4%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810195","Gerena","School","845","58","126","130","130","127","149","125","0","0","0","0","0","0","0",,"0%","0.6%","25.4%","66.6%",,,"7.3%","48.4%","51.6%",,"122","14.4%","505","59.8%",,,"713","84.4%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810065","Glenwood","School","390","0","50","72","54","74","75","65","0","0","0","0","0","0","0",,"0.3%","1%","17.2%","48.5%",,,"33.1%","50.8%","49.2%",,"69","17.7%","89","22.8%",,,"305","78.2%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810068","Glickman Elementary","School","192","0","54","52","44","42","0","0","0","0","0","0","0","0","0",,"0%","1.6%","43.8%","26.6%",,,"28.1%","56.3%","43.8%",,"0","0%","35","18.2%",,,"152","79.2%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810510","High School of Commerce","School","1,464","0","0","0","0","0","0","0","0","0","0","524","405","301","234",,"0.1%","2.7%","38.7%","42.1%",,,"16.4%","56.9%","43.1%",,"102","7%","103","7%",,,"1,274","87%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810530","High School/Science-Tech","School","1,510","0","0","0","0","0","0","0","0","0","0","493","348","318","351",,"0.3%","4%","28.4%","33.3%",,,"34%","44.8%","55.2%",,"107","7.1%","286","18.9%",,,"856","56.7%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810050","Hiram L Dorman","School","273","0","44","47","48","52","41","41","0","0","0","0","0","0","0",,"0.4%","2.6%","31.5%","40.3%",,,"25.3%","49.5%","50.5%",,"29","10.6%","68","24.9%",,,"260","95.2%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810085","Homer Street","School","542","42","71","85","82","88","94","80","0","0","0","0","0","0","0",,"0%","0%","49.1%","40.4%",,,"10.5%","47.8%","52.2%",,"48","8.9%","48","8.9%",,,"333","61.4%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810100","Indian Orchard Elem","School","595","69","84","97","92","86","76","91","0","0","0","0","0","0","0",,"0.2%","1.8%","32.3%","30.9%",,,"34.8%","51.1%","48.9%",,"46","7.7%","46","7.7%",,,"184","30.9%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810002","Island Pond Pre-K Center","School","150","150","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0%","4%","6.7%","42.7%",,,"46.7%","46.7%","53.3%",,"51","34%","63","42%",,,"51","34%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810328","John F Kennedy Middle","School","726","0","0","0","0","0","0","0","260","258","208","0","0","0","0",,"0%","0.3%","35.4%","43.3%",,,"21.1%","49.6%","50.4%",,"0","0%","39","5.4%",,,"639","88%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810320","John J Duggan Middle","School","929","0","0","0","0","0","0","0","321","329","279","0","0","0","0",,"0.1%","0.5%","28.2%","52.2%",,,"18.9%","50.8%","49.2%",,"115","12.4%","368","39.6%",,,"793","85.4%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810110","Kensington Avenue","School","387","0","75","76","76","55","53","52","0","0","0","0","0","0","0",,"0%","4.7%","23.8%","59.4%",,,"12.1%","49.1%","50.9%",,"43","11.1%","69","17.8%",,,"348","89.9%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810115","Liberty","School","310","0","49","64","37","60","51","49","0","0","0","0","0","0","0",,"0.3%","1%","24.2%","53.5%",,,"21%","46.5%","53.5%",,"0","0%","12","3.9%",,,"190","61.3%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810120","Lincoln","School","443","0","68","79","73","74","78","71","0","0","0","0","0","0","0",,"0%","0.5%","40%","48.3%",,,"11.3%","49%","51%",,"0","0%","71","16%",,,"294","66.4%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810330","M Marcus Kiley Middle","School","1,227","0","0","0","0","0","0","0","434","397","396","0","0","0","0",,"0.9%","2.1%","27%","42.4%",,,"27.6%","49.1%","50.9%",,"174","14.2%","341","27.8%",,,"1,010","82.3%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810060","Margaret C Ells","School","291","0","45","50","54","50","44","48","0","0","0","0","0","0","0",,"0%","0.3%","55%","21.6%",,,"23%","44.7%","55.3%",,"0","0%","14","4.8%",,,"261","89.7%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810545","Martin Luther King Acad","School","29","0","0","0","0","0","0","0","0","0","0","11","12","3","3",,"0%","0%","65.5%","27.6%",,,"6.9%","3.4%","96.6%",,"0","0%","0","0%",,,"29","100%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810140","Mary M Lynch","School","314","0","45","58","53","55","51","52","0","0","0","0","0","0","0",,"0%","0%","30.9%","39.5%",,,"29.6%","51%","49%",,"55","17.5%","123","39.2%",,,"249","79.3%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810155","Mary M Walsh","School","504","0","73","89","88","82","88","84","0","0","0","0","0","0","0",,"0%","2.4%","24.6%","40.1%",,,"32.9%","49.2%","50.8%",,"76","15.1%","84","16.7%",,,"352","69.8%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810145","Mary O Pottenger","School","502","0","79","99","80","90","80","74","0","0","0","0","0","0","0",,"0%","2%","24.1%","52.6%",,,"21.3%","50.6%","49.4%",,"56","11.2%","272","54.2%",,,"420","83.7%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810600","Mass Career Dev Institute","School","101","0","0","0","0","0","0","0","3","15","15","11","28","25","4",,"0%","1%","26.7%","40.6%",,,"31.7%","33.7%","66.3%",,"2","2%","7","6.9%",,,"85","84.2%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810023","Milton Bradley School","School","715","60","102","107","118","113","111","104","0","0","0","0","0","0","0",,"0%","1.4%","27.8%","52.4%",,,"18.3%","47.7%","52.3%",,"170","23.8%","204","28.5%",,,"537","75.1%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810620","Putnam Voc Tech High Sch","School","1,442","0","0","0","0","0","0","0","0","0","0","504","406","313","219",,"0.1%","1.2%","27.9%","56.9%",,,"13.9%","44.4%","55.6%",,"140","9.7%","653","45.3%",,,"974","67.5%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810055","Rebecca M Johnson","School","918","37","71","69","73","85","85","83","143","138","134","0","0","0","0",,"0%","0.3%","32.7%","53.3%",,,"13.7%","48.6%","51.4%",,"224","24.4%","229","24.9%",,,"679","74%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810522","S.A.G.E.","School","58","0","0","0","0","0","0","0","1","10","6","17","13","9","2",,"0%","1.7%","25.9%","58.6%",,,"13.8%","20.7%","79.3%",,"3","5.2%","34","58.6%",,,"30","51.7%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810000","SPRINGFIELD","District","26,526","781","2,036","2,313","2,180","2,227","2,183","2,030","2,121","2,053","1,916","2,216","1,797","1,439","1,234",,"0.1%","2.2%","29.6%","43.9%",,,"24.2%","49.1%","50.9%",,"2,800","10.6%","6,700","25.3%",,,"18,589","70.1%",,,"5,655","21.3%"
"2001","02810000","SPRINGFIELD","02810020","Samuel Bowles","School","446","0","56","79","70","86","77","78","0","0","0","0","0","0","0",,"0%","0.4%","15.9%","58.3%",,,"25.3%","50.4%","49.6%",,"102","22.9%","102","22.9%",,,"395","88.6%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810670","Shriners Hospital","School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0%","0%","0%","0%",,,"0%","0%","0%",,"0","0%","0","0%",,,"0","0%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810535","Springfield Academy","School","66","0","1","1","0","0","0","1","8","15","14","14","11","0","1",,"0%","1.5%","19.7%","42.4%",,,"36.4%","15.2%","84.8%",,"2","3%","11","16.7%",,,"66","100%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810500","Springfield Central High","School","1,798","0","0","0","0","0","0","0","0","0","0","538","474","415","371",,"0.2%","2.9%","27.8%","29.1%",,,"40%","51.2%","48.8%",,"56","3.1%","76","4.2%",,,"673","37.4%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810540","Springfield H S","School","153","0","0","0","0","0","0","0","0","0","0","44","46","23","40",,"0%","0%","46.4%","45.8%",,,"7.8%","43.1%","56.9%",,"0","0%","58","37.9%",,,"131","85.6%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810160","Sumner Avenue","School","552","48","74","88","85","84","87","86","0","0","0","0","0","0","0",,"0%","16.1%","26.6%","30.4%",,,"26.8%","45.1%","54.9%",,"66","12%","89","16.1%",,,"434","78.6%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810015","Thomas M Balliet","School","282","0","36","51","56","43","48","48","0","0","0","0","0","0","0",,"0%","1.1%","44%","25.2%",,,"29.8%","45.7%","54.3%",,"2","0.7%","80","28.4%",,,"219","77.7%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810180","Warner","School","352","58","51","48","50","54","49","42","0","0","0","0","0","0","0",,"0.3%","3.1%","36.9%","22.4%",,,"37.2%","50.6%","49.4%",,"0","0%","32","9.1%",,,"176","50%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810185","Washington","School","451","0","67","81","70","75","76","82","0","0","0","0","0","0","0",,"0%","0.9%","20.2%","57.9%",,,"21.1%","48.3%","51.7%",,"130","28.8%","130","28.8%",,,"362","80.3%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810190","White Street","School","534","0","76","109","104","94","98","53","0","0","0","0","0","0","0",,"0%","4.1%","28.5%","54.3%",,,"13.1%","55.4%","44.6%",,"87","16.3%","312","58.4%",,,"358","67%",,,"0","0%"
"2001","02810000","SPRINGFIELD","02810045","William N Deberry","School","371","0","50","61","58","65","76","61","0","0","0","0","0","0","0",,"0.3%","0%","40.7%","53.4%",,,"5.7%","50.7%","49.3%",,"98","26.4%","187","50.4%",,,"262","70.6%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810095","ALFRED G ZANETTI","School","388","94","46","60","52","45","51","40","0","0","0","0","0","0","0",,"0.3%","2.1%","32.7%","52.6%",,,"12.4%","47.7%","52.3%",,"87","22.4%","166","42.8%",,,"343","88.4%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810175","ALICE B BEAL ELEM","School","329","0","54","56","52","57","49","54","0","0","0","0","0","0","0",,"0%","3%","31.6%","29.8%",,,"35.6%","45.6%","54.4%",,"0","0%","111","33.7%",,,"176","53.5%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810010","ARMORY STREET","School","285","37","46","41","47","43","36","35","0","0","0","0","0","0","0",,"0%","0.7%","29.8%","51.2%",,,"18.2%","49.8%","50.2%",,"44","15.4%","106","37.2%",,,"258","90.5%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810165","ARTHUR T TALMADGE","School","328","0","53","52","60","50","56","51","0","0","0","0","0","0","0",,"0%","2.1%","39.3%","14.9%",,,"43.6%","49.4%","50.6%",,"0","0%","18","5.5%",,,"200","61%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810520","BRIDGE ACADEMY JR & SR","School","150","0","0","0","0","0","0","0","0","0","18","62","40","25","5",,"0%","0%","30%","49.3%",,,"20.7%","62%","38%",,"2","1.3%","2","1.3%",,,"128","85.3%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810025","BRIGHTWOOD","School","475","32","79","89","71","80","58","66","0","0","0","0","0","0","0",,"0%","0.4%","32.2%","59.2%",,,"8.2%","47.2%","52.8%",,"148","31.2%","283","59.6%",,,"442","93.1%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810310","CHESTNUT STREET MIDDLE","School","1,245","0","0","0","0","0","0","0","467","444","334","0","0","0","0",,"0%","0.9%","23%","44.5%",,,"31.6%","48.5%","51.5%",,"6","0.5%","566","45.5%",,,"873","70.1%",,,"0","0%"
"2000","02810000","SPRINGFIELD","02810035","DANIEL B BRUNTON","School","594","48","74","102","97","111","86","76","0","0","0","0","0","0","0",,"0%","2.7%","25.8%","32%",,,"39.6%","45.8%","54.2%",,"84","14.1%","149","25.1%",,,"375","63.1%",,,"0","0%"
