"SY","DIST_CODE","DIST_NAME","ORG_CODE","ORG_NAME","ORG_TYPE","TOTAL_CNT","PK_CNT","K_CNT","G1_CNT","G2_CNT","G3_CNT","G4_CNT","G5_CNT","G6_CNT","G7_CNT","G8_CNT","G9_CNT","G10_CNT","G11_CNT","G12_CNT","SP_CNT","AIAN_PCT","AS_PCT","BAA_PCT","HL_PCT","MNHL_PCT","NHPI_PCT","WH_PCT","FE_PCT","MA_PCT","NB_PCT","EL_CNT","EL_PCT","FLNE_CNT","FLNE_PCT","HN_CNT","HN_PCT","LI_CNT","LI_PCT","ECD_CNT","ECD_PCT","SWD_CNT","SWD_PCT"
"2012","02810000","Springfield","02810050","Hiram L Dorman","School","278","0","41","41","45","61","48","42","0","0","0","0","0","0","0","0","0.7%","1.4%","27%","50.7%","4%","0%","16.2%","49.6%","50.4%",,"10","3.6%","25","9%",,,"255","91.7%",,,"38","13.7%"
"2012","02810000","Springfield","02810085","Homer Street","School","418","0","64","71","68","73","78","64","0","0","0","0","0","0","0","0","0.2%","1.7%","24.4%","66.5%","2.6%","0%","4.5%","50.7%","49.3%",,"86","20.6%","103","24.6%",,,"397","95%",,,"63","15.1%"
"2012","02810000","Springfield","02810100","Indian Orchard Elementary","School","691","80","104","99","99","79","122","108","0","0","0","0","0","0","0","0","0.1%","0.6%","20%","52.8%","4.2%","0.1%","22.1%","49.2%","50.8%",,"88","12.7%","122","17.7%",,,"622","90%",,,"117","16.9%"
"2012","02810000","Springfield","02810328","John F Kennedy Middle","School","699","0","0","0","0","0","0","0","241","251","207","0","0","0","0","0","0%","0.3%","24.9%","63.7%","2.7%","0%","8.4%","47.8%","52.2%",,"133","19%","190","27.2%",,,"666","95.3%",,,"153","21.9%"
"2012","02810000","Springfield","02810320","John J Duggan Middle","School","548","0","0","0","0","0","0","0","200","172","176","0","0","0","0","0","0%","2.6%","32.3%","44.3%","6%","0%","14.8%","43.1%","56.9%",,"72","13.1%","121","22.1%",,,"453","82.7%",,,"130","23.7%"
"2012","02810000","Springfield","02810110","Kensington Avenue","School","329","0","52","58","56","58","49","56","0","0","0","0","0","0","0","0","0.3%","8.8%","16.4%","66.9%","2.1%","0%","5.5%","50.5%","49.5%",,"97","29.5%","117","35.6%",,,"313","95.1%",,,"34","10.3%"
"2012","02810000","Springfield","02810115","Liberty","School","281","0","55","53","41","34","39","59","0","0","0","0","0","0","0","0","0%","1.1%","9.6%","74.4%","2.5%","0%","12.5%","50.2%","49.8%",,"12","4.3%","27","9.6%",,,"253","90%",,,"31","11%"
"2012","02810000","Springfield","02810560","Liberty Preparatory Academy","School","34","0","0","0","0","0","0","0","0","0","0","1","15","11","7","0","0%","0%","8.8%","64.7%","2.9%","0%","23.5%","47.1%","52.9%",,"6","17.6%","10","29.4%",,,"25","73.5%",,,"15","44.1%"
"2012","02810000","Springfield","02810120","Lincoln","School","431","0","79","79","77","75","63","58","0","0","0","0","0","0","0","0","0%","0.2%","15.1%","78.2%","1.4%","0.9%","4.2%","46.4%","53.6%",,"117","27.1%","143","33.2%",,,"406","94.2%",,,"65","15.1%"
"2012","02810000","Springfield","02810330","M Marcus Kiley Middle","School","701","0","0","0","0","0","0","0","234","216","251","0","0","0","0","0","0.1%","2.6%","20.5%","54.2%","3.9%","0%","18.7%","47.2%","52.8%",,"89","12.7%","169","24.1%",,,"609","86.9%",,,"153","21.8%"
"2012","02810000","Springfield","02810060","Margaret C Ells","School","216","137","46","33","0","0","0","0","0","0","0","0","0","0","0","0","0.5%","0.5%","31.5%","46.8%","3.2%","0%","17.6%","36.6%","63.4%",,"1","0.5%","13","6%",,,"172","79.6%",,,"90","41.7%"
"2012","02810000","Springfield","02810140","Mary M Lynch","School","286","0","50","58","38","50","44","46","0","0","0","0","0","0","0","0","0%","1%","20.3%","51.7%","4.9%","0%","22%","51.4%","48.6%",,"29","10.1%","37","12.9%",,,"243","85%",,,"51","17.8%"
"2012","02810000","Springfield","02810155","Mary M Walsh","School","301","0","68","54","51","52","36","40","0","0","0","0","0","0","0","0","0%","3.7%","17.6%","57.8%","2.3%","0%","18.6%","43.9%","56.1%",,"62","20.6%","84","27.9%",,,"255","84.7%",,,"44","14.6%"
"2012","02810000","Springfield","02810145","Mary O Pottenger","School","420","0","66","72","74","70","66","72","0","0","0","0","0","0","0","0","0%","1.7%","11.2%","66.9%","2.9%","0.2%","17.1%","48.8%","51.2%",,"47","11.2%","68","16.2%",,,"375","89.3%",,,"50","11.9%"
"2012","02810000","Springfield","02810023","Milton Bradley School","School","468","0","91","79","87","71","69","71","0","0","0","0","0","0","0","0","0%","0%","13.9%","79.5%","2.8%","0%","3.8%","46.8%","53.2%",,"125","26.7%","158","33.8%",,,"448","95.7%",,,"78","16.7%"
"2012","02810000","Springfield","02810620","Putnam Vocational Technical High School","School","1,384","0","0","0","0","0","0","0","0","0","0","369","344","361","309","1","0.1%","1.4%","23.7%","60.1%","2.4%","0%","12.3%","52.2%","47.8%",,"155","11.2%","404","29.2%",,,"1,132","81.8%",,,"333","24.1%"
"2012","02810000","Springfield","02810055","Rebecca M Johnson","School","823","124","107","123","126","118","115","110","0","0","0","0","0","0","0","0","0.5%","1%","29.9%","60.5%","1.9%","0%","6.2%","52.4%","47.6%",,"152","18.5%","228","27.7%",,,"779","94.7%",,,"172","20.9%"
"2012","02810000","Springfield","02810350","STEM Middle Academy","School","250","0","0","0","0","0","0","0","87","78","85","0","0","0","0","0","0%","1.2%","24.4%","54.8%","5.2%","0%","14.4%","34.8%","65.2%",,"16","6.4%","41","16.4%",,,"205","82%",,,"32","12.8%"
"2012","02810000","Springfield","02810020","Samuel Bowles","School","315","0","46","67","51","50","49","52","0","0","0","0","0","0","0","0","0.6%","0.6%","14%","59.7%","6.3%","0%","18.7%","49.8%","50.2%",,"31","9.8%","52","16.5%",,,"264","83.8%",,,"54","17.1%"
"2012","02810000","Springfield","02810355","South End Middle School","School","215","0","0","0","0","0","0","0","73","72","70","0","0","0","0","0","0%","0%","11.2%","81.9%","2.3%","0%","4.7%","47%","53%",,"64","29.8%","90","41.9%",,,"210","97.7%",,,"46","21.4%"
"2012","02810000","Springfield","02810000","Springfield","District","25,185","1,074","2,034","2,126","1,994","1,917","1,863","1,929","1,894","1,804","1,779","2,360","1,679","1,509","1,146","77","0.1%","2.4%","20.7%","59.8%","3.2%","0%","13.7%","48%","52%",,"3,942","15.7%","6,293","25%",,,"21,569","85.6%",,,"5,254","20.7%"
"2012","02810000","Springfield","02810500","Springfield Central High","School","2,074","0","0","0","0","0","0","0","0","0","0","699","540","461","364","10","0%","6%","25.1%","46.1%","4.7%","0%","18%","48.8%","51.2%",,"214","10.3%","481","23.2%",,,"1,605","77.4%",,,"347","16.7%"
"2012","02810000","Springfield","02810570","Springfield High School","School","112","0","0","0","0","0","0","0","0","0","0","49","30","26","7","0","0%","0%","21.4%","59.8%","0.9%","0%","17.9%","36.6%","63.4%",,"16","14.3%","28","25%",,,"74","66.1%",,,"55","49.1%"
"2012","02810000","Springfield","02810005","Springfield Public Day Elementary School","School","46","0","2","2","6","10","11","15","0","0","0","0","0","0","0","0","0%","2.2%","28.3%","50%","8.7%","0%","10.9%","10.9%","89.1%",,"6","13%","7","15.2%",,,"39","84.8%",,,"46","100%"
"2012","02810000","Springfield","02810550","Springfield Public Day High School","School","123","0","0","0","0","0","0","0","0","0","0","39","30","40","14","0","0%","0%","22%","56.9%","2.4%","0%","18.7%","26.8%","73.2%",,"17","13.8%","30","24.4%",,,"115","93.5%",,,"122","99.2%"
"2012","02810000","Springfield","02810345","Springfield Public Day Middle School","School","59","0","0","0","0","0","0","0","22","22","15","0","0","0","0","0","0%","0%","32.2%","54.2%","1.7%","0%","11.9%","15.3%","84.7%",,"9","15.3%","12","20.3%",,,"56","94.9%",,,"59","100%"
"2012","02810000","Springfield","02810160","Sumner Avenue","School","528","65","85","81","68","74","79","76","0","0","0","0","0","0","0","0","0.4%","4.5%","17.4%","61.9%","2.8%","0%","12.9%","43%","57%",,"79","15%","110","20.8%",,,"443","83.9%",,,"140","26.5%"
"2012","02810000","Springfield","02810205","The Springfield Renaissance School","School","688","0","0","0","0","0","0","0","106","100","101","100","101","97","83","0","0%","0.9%","22.8%","42.7%","7.7%","0%","25.9%","50.4%","49.6%",,"26","3.8%","78","11.3%",,,"411","59.7%",,,"75","10.9%"
"2012","02810000","Springfield","02810015","Thomas M Balliet","School","314","41","48","43","38","46","38","60","0","0","0","0","0","0","0","0","0%","1%","31.5%","43.3%","4.1%","0.3%","19.7%","46.8%","53.2%",,"3","1%","17","5.4%",,,"252","80.3%",,,"47","15%"
"2012","02810000","Springfield","02810340","Van Sickle Middle School","School","1,012","0","0","0","0","0","0","0","348","338","326","0","0","0","0","0","0.2%","1.2%","19.2%","65.7%","3.5%","0%","10.3%","47.4%","52.6%",,"138","13.6%","263","26%",,,"908","89.7%",,,"226","22.3%"
"2012","02810000","Springfield","02810180","Warner","School","309","36","44","44","49","47","40","49","0","0","0","0","0","0","0","0","0%","1.6%","23.9%","46.3%","4.2%","0%","23.9%","47.9%","52.1%",,"2","0.6%","17","5.5%",,,"267","86.4%",,,"45","14.6%"
"2012","02810000","Springfield","02810185","Washington","School","491","50","75","68","80","71","70","77","0","0","0","0","0","0","0","0","0%","8.1%","21.6%","58.2%","2.4%","0%","9.6%","48.7%","51.3%",,"102","20.8%","135","27.5%",,,"449","91.4%",,,"90","18.3%"
"2012","02810000","Springfield","02810190","White Street","School","399","0","63","72","70","73","61","60","0","0","0","0","0","0","0","0","0%","10.3%","18.5%","63.4%","1.5%","0.3%","6%","47.6%","52.4%",,"118","29.6%","140","35.1%",,,"377","94.5%",,,"45","11.3%"
"2012","02810000","Springfield","02810045","William N. DeBerry","School","281","0","57","46","42","43","47","46","0","0","0","0","0","0","0","0","0.4%","0%","25.3%","65.5%","4.6%","0%","4.3%","50.5%","49.5%",,"71","25.3%","93","33.1%",,,"270","96.1%",,,"44","15.7%"
"2011","02810000","Springfield","02810095","Alfred G Zanetti","School","434","74","61","52","45","40","46","44","31","25","16","0","0","0","0","0","0%","0.9%","28.3%","43.1%","8.1%","0%","19.6%","54.4%","45.6%",,"24","5.5%","38","8.8%",,,"280","64.5%",,,"50","11.5%"
"2011","02810000","Springfield","02810175","Alice B Beal Elem","School","301","0","43","51","56","51","54","46","0","0","0","0","0","0","0","0","0%","8.6%","20.3%","35.5%","1.7%","0%","33.9%","47.5%","52.5%",,"10","3.3%","30","10%",,,"221","73.4%",,,"34","11.3%"
"2011","02810000","Springfield","02810165","Arthur T Talmadge","School","295","0","55","56","52","42","43","47","0","0","0","0","0","0","0","0","0%","1.4%","35.6%","28.8%","7.5%","0%","26.8%","46.8%","53.2%",,"1","0.3%","22","7.5%",,,"244","82.7%",,,"49","16.6%"
"2011","02810000","Springfield","02810010","Boland School","School","748","180","93","101","80","88","98","108","0","0","0","0","0","0","0","0","0.1%","1.5%","13.4%","72.5%","3.1%","0%","9.5%","46%","54%",,"132","17.6%","209","27.9%",,,"678","90.6%",,,"213","28.5%"
"2011","02810000","Springfield","02810025","Brightwood","School","403","0","59","64","72","72","78","58","0","0","0","0","0","0","0","0","0%","0.2%","10.4%","86.1%","0.2%","0%","3%","49.4%","50.6%",,"133","33%","176","43.7%",,,"388","96.3%",,,"64","15.9%"
"2011","02810000","Springfield","02810310","Chestnut Street Middle","School","967","0","0","0","0","0","0","0","327","321","319","0","0","0","0","0","0.1%","1.3%","12.8%","77.6%","2.1%","0%","6.1%","51.7%","48.3%",,"235","24.3%","423","43.7%",,,"859","88.8%",,,"269","27.8%"
"2011","02810000","Springfield","02810035","Daniel B Brunton","School","513","47","83","70","70","70","81","92","0","0","0","0","0","0","0","0","0%","2.5%","17.9%","52.2%","2.3%","0%","25%","46.8%","53.2%",,"86","16.8%","101","19.7%",,,"397","77.4%",,,"81","15.8%"
"2011","02810000","Springfield","02810125","Dryden Memorial","School","296","41","37","47","46","47","36","42","0","0","0","0","0","0","0","0","0%","4.7%","18.9%","42.6%","2.7%","0.3%","30.7%","54.1%","45.9%",,"23","7.8%","37","12.5%",,,"211","71.3%",,,"53","17.9%"
"2011","02810000","Springfield","02810030","Elias Brookings","School","343","38","52","46","55","53","49","50","0","0","0","0","0","0","0","0","0%","1.5%","23.3%","58%","6.1%","0%","11.1%","52.8%","47.2%",,"66","19.2%","89","25.9%",,,"326","95%",,,"85","24.8%"
"2011","02810000","Springfield","02810325","Forest Park Middle","School","798","0","0","0","0","0","0","0","252","254","292","0","0","0","0","0","0.3%","6.3%","19.5%","59.4%","2.6%","0%","11.9%","49.6%","50.4%",,"124","15.5%","237","29.7%",,,"733","91.9%",,,"184","23.1%"
"2011","02810000","Springfield","02810075","Frank H Freedman","School","282","0","43","45","49","46","47","52","0","0","0","0","0","0","0","0","0%","3.2%","21.3%","51.8%","7.1%","0%","16.7%","51.4%","48.6%",,"38","13.5%","50","17.7%",,,"231","81.9%",,,"34","12.1%"
"2011","02810000","Springfield","02810080","Frederick Harris","School","578","24","123","101","81","73","82","94","0","0","0","0","0","0","0","0","0%","3.3%","17.5%","48.8%","4.2%","0%","26.3%","49.5%","50.5%",,"70","12.1%","113","19.6%",,,"456","78.9%",,,"98","17%"
"2011","02810000","Springfield","02810195","Gerena","School","702","163","107","100","100","88","75","69","0","0","0","0","0","0","0","0","0%","0%","11.3%","79.8%","2.3%","0.1%","6.6%","47.9%","52.1%",,"153","21.8%","232","33%",,,"635","90.5%",,,"125","17.8%"
"2011","02810000","Springfield","02810065","Glenwood","School","311","0","51","64","41","56","44","55","0","0","0","0","0","0","0","0","0.3%","1%","10.6%","60.5%","4.5%","0%","23.2%","47.9%","52.1%",,"44","14.1%","56","18%",,,"249","80.1%",,,"40","12.9%"
"2011","02810000","Springfield","02810068","Glickman Elementary","School","261","0","41","40","46","39","43","52","0","0","0","0","0","0","0","0","0%","1.9%","24.9%","36.8%","6.9%","0%","29.5%","41%","59%",,"12","4.6%","28","10.7%",,,"202","77.4%",,,"104","39.8%"
"2011","02810000","Springfield","02810510","High School Of Commerce","School","1,286","0","0","0","0","0","0","0","0","0","0","561","300","234","179","12","0.1%","1.4%","25.7%","62.4%","1.9%","0.1%","8.6%","48.5%","51.5%",,"263","20.5%","430","33.4%",,,"1,040","80.9%",,,"373","29%"
"2011","02810000","Springfield","02810530","High School/Science-Tech","School","1,267","0","0","0","0","0","0","0","0","0","0","637","182","212","207","29","0%","1.5%","22.3%","62%","2.8%","0.1%","11.3%","44.8%","55.2%",,"180","14.2%","387","30.5%",,,"1,061","83.7%",,,"374","29.5%"
"2011","02810000","Springfield","02810050","Hiram L Dorman","School","298","0","42","53","61","49","46","47","0","0","0","0","0","0","0","0","0.7%","3.4%","26.5%","50.3%","6%","0%","13.1%","50.3%","49.7%",,"8","2.7%","30","10.1%",,,"272","91.3%",,,"55","18.5%"
"2011","02810000","Springfield","02810085","Homer Street","School","416","0","64","62","80","62","66","82","0","0","0","0","0","0","0","0","0%","1.2%","28.4%","63%","3.6%","0%","3.8%","48.8%","51.2%",,"73","17.5%","92","22.1%",,,"378","90.9%",,,"80","19.2%"
"2011","02810000","Springfield","02810100","Indian Orchard Elem","School","690","80","97","97","101","110","104","101","0","0","0","0","0","0","0","0","0.1%","0.4%","19%","50.7%","5.4%","0%","24.3%","50%","50%",,"75","10.9%","112","16.2%",,,"614","89%",,,"134","19.4%"
"2011","02810000","Springfield","02810328","John F Kennedy Middle","School","646","0","0","0","0","0","0","0","245","211","190","0","0","0","0","0","0%","0.8%","26.2%","61.6%","2.9%","0%","8.5%","51.1%","48.9%",,"69","10.7%","151","23.4%",,,"601","93%",,,"134","20.7%"
"2011","02810000","Springfield","02810320","John J Duggan Middle","School","432","0","0","0","0","0","0","0","156","138","138","0","0","0","0","0","0%","2.5%","34.5%","40.3%","6%","0.2%","16.4%","43.3%","56.7%",,"39","9%","78","18.1%",,,"355","82.2%",,,"122","28.2%"
"2011","02810000","Springfield","02810110","Kensington Avenue","School","362","0","50","73","67","56","63","53","0","0","0","0","0","0","0","0","0%","5.8%","16%","70.4%","1.7%","0%","6.1%","46.4%","53.6%",,"89","24.6%","109","30.1%",,,"341","94.2%",,,"49","13.5%"
"2011","02810000","Springfield","02810115","Liberty","School","276","0","41","47","40","44","57","47","0","0","0","0","0","0","0","0","0%","1.8%","9.8%","71.7%","3.3%","0%","13.4%","45.7%","54.3%",,"7","2.5%","28","10.1%",,,"248","89.9%",,,"40","14.5%"
"2011","02810000","Springfield","02810120","Lincoln","School","349","0","55","74","70","48","59","43","0","0","0","0","0","0","0","0","0%","1.1%","14.9%","77.7%","2%","0.6%","3.7%","44.7%","55.3%",,"97","27.8%","124","35.5%",,,"335","96%",,,"58","16.6%"
"2011","02810000","Springfield","02810330","M Marcus Kiley Middle","School","828","0","0","0","0","0","0","0","283","292","253","0","0","0","0","0","0%","1.1%","17.8%","66.2%","1.9%","0%","13%","48.8%","51.2%",,"152","18.4%","257","31%",,,"752","90.8%",,,"209","25.2%"
"2011","02810000","Springfield","02810060","Margaret C Ells","School","245","154","61","30","0","0","0","0","0","0","0","0","0","0","0","0","0.4%","0.4%","28.6%","51.8%","4.1%","0%","14.7%","39.6%","60.4%",,"4","1.6%","20","8.2%",,,"190","77.6%",,,"102","41.6%"
"2011","02810000","Springfield","02810140","Mary M Lynch","School","258","0","39","41","48","46","43","41","0","0","0","0","0","0","0","0","0%","0.8%","22.9%","44.6%","5.4%","0%","26.4%","50.8%","49.2%",,"25","9.7%","31","12%",,,"229","88.8%",,,"41","15.9%"
"2011","02810000","Springfield","02810155","Mary M Walsh","School","272","0","49","49","46","39","44","45","0","0","0","0","0","0","0","0","0%","3.7%","16.9%","53.3%","5.5%","0%","20.6%","42.6%","57.4%",,"51","18.8%","76","27.9%",,,"219","80.5%",,,"46","16.9%"
