"SY","ATTEND_PERIOD","DIST_CODE","DIST_NAME","ORG_CODE","ORG_NAME","ORG_TYPE","STU_GRP","ATTEND_RATE","CNT_AVG_ABS","PCT_ABS_10_DAYS","PCT_CHRON_ABS_10","PCT_CHRON_ABS_20","PCT_UNEXC_10_DAYS","DISTRICT_AND_SCHOOL"
"2026","March","02810000","Springfield","02810318","Emergence Academy","School","English Learners","94.9%","5.2","16.9%","16.1%","4.2%","10.8%","Springfield - Emergence Academy"
"2026","March","02810000","Springfield","02810318","Emergence Academy","School","Low Income","94.8%","5.4","17.1%","16%","4.5%","11%","Springfield - Emergence Academy"
"2026","March","02810000","Springfield","02810318","Emergence Academy","School","Students with Disabilities","87.3%","12.6","29.2%","33.3%","20.8%","25%","Springfield - Emergence Academy"
"2026","March","02810000","Springfield","02810318","Emergence Academy","School","Female","94.6%","5.6","17.7%","15.1%","5.4%","10.2%","Springfield - Emergence Academy"
"2026","March","02810000","Springfield","02810318","Emergence Academy","School","Male","94.9%","5.3","16.7%","17.7%","3.5%","11.6%","Springfield - Emergence Academy"
"2026","March","02810000","Springfield","02810325","Forest Park Middle","School","All Students","91.1%","9.1","35.9%","33.5%","9.7%","25.1%","Springfield - Forest Park Middle"
"2026","March","02810000","Springfield","02810325","Forest Park Middle","School","American Indian or Alaska Native",,,,,,,"Springfield - Forest Park Middle"
"2026","March","02810000","Springfield","02810325","Forest Park Middle","School","Asian","96.7%","3.5","8.3%","8.3%","0%","8.3%","Springfield - Forest Park Middle"
"2026","March","02810000","Springfield","02810325","Forest Park Middle","School","Black or African American","91.9%","8.5","33%","30.8%","8.8%","28.6%","Springfield - Forest Park Middle"
"2026","March","02810000","Springfield","02810325","Forest Park Middle","School","Hispanic or Latino","90.7%","9.4","39%","36.1%","10.6%","25.8%","Springfield - Forest Park Middle"
"2026","March","02810000","Springfield","02810325","Forest Park Middle","School","Multi-Race, Not Hispanic or Latino","94.3%","5.7","18.2%","18.2%","0%","18.2%","Springfield - Forest Park Middle"
"2026","March","02810000","Springfield","02810325","Forest Park Middle","School","White","89.6%","10.8","32.4%","32.4%","10.8%","18.9%","Springfield - Forest Park Middle"
"2026","March","02810000","Springfield","02810325","Forest Park Middle","School","High Needs","90.9%","9.3","37%","34.3%","10.1%","26%","Springfield - Forest Park Middle"
"2026","March","02810000","Springfield","02810325","Forest Park Middle","School","English Learners","93%","7.2","28.2%","24.7%","8.2%","17.6%","Springfield - Forest Park Middle"
"2026","March","02810000","Springfield","02810325","Forest Park Middle","School","Low Income","90.7%","9.5","38.2%","35.1%","10.6%","26.7%","Springfield - Forest Park Middle"
"2026","March","02810000","Springfield","02810325","Forest Park Middle","School","Students with Disabilities","89.6%","10.5","40.8%","39.5%","12.5%","28.3%","Springfield - Forest Park Middle"
"2026","March","02810000","Springfield","02810325","Forest Park Middle","School","Female","91.3%","8.9","36.8%","32.9%","9.6%","25.9%","Springfield - Forest Park Middle"
"2026","March","02810000","Springfield","02810325","Forest Park Middle","School","Male","90.9%","9.3","35%","34.2%","9.8%","24.4%","Springfield - Forest Park Middle"
"2026","March","02810000","Springfield","02810075","Frank H Freedman","School","All Students","93.9%","6.3","23.8%","22.1%","2.5%","13.5%","Springfield - Frank H Freedman"
"2026","March","02810000","Springfield","02810075","Frank H Freedman","School","American Indian or Alaska Native",,,,,,,"Springfield - Frank H Freedman"
"2026","March","02810000","Springfield","02810075","Frank H Freedman","School","Asian","97.7%","2.8","0%","0%","0%","0%","Springfield - Frank H Freedman"
"2026","March","02810000","Springfield","02810075","Frank H Freedman","School","Black or African American","95.8%","4.3","9.3%","9.3%","0%","7%","Springfield - Frank H Freedman"
"2026","March","02810000","Springfield","02810075","Frank H Freedman","School","Hispanic or Latino","92.9%","7.4","30.2%","27.9%","2.9%","15.7%","Springfield - Frank H Freedman"
"2026","March","02810000","Springfield","02810075","Frank H Freedman","School","Multi-Race, Not Hispanic or Latino","95%","5.1","18.5%","18.5%","3.7%","14.8%","Springfield - Frank H Freedman"
"2026","March","02810000","Springfield","02810075","Frank H Freedman","School","White","94.8%","5.4","20%","16.7%","3.3%","13.3%","Springfield - Frank H Freedman"
"2026","March","02810000","Springfield","02810075","Frank H Freedman","School","High Needs","93.5%","6.7","26.1%","23.9%","3%","15.4%","Springfield - Frank H Freedman"
"2026","March","02810000","Springfield","02810075","Frank H Freedman","School","English Learners","92.6%","7.8","34.9%","30.2%","4.7%","18.6%","Springfield - Frank H Freedman"
"2026","March","02810000","Springfield","02810075","Frank H Freedman","School","Low Income","93.4%","6.8","27%","24.7%","3.3%","16.3%","Springfield - Frank H Freedman"
"2026","March","02810000","Springfield","02810075","Frank H Freedman","School","Students with Disabilities","93.1%","7.3","30.6%","26.4%","4.2%","16.7%","Springfield - Frank H Freedman"
"2026","March","02810000","Springfield","02810075","Frank H Freedman","School","Female","94.6%","5.7","20.6%","17.6%","0%","11.5%","Springfield - Frank H Freedman"
"2026","March","02810000","Springfield","02810075","Frank H Freedman","School","Male","93.4%","6.8","26.7%","26%","4.7%","15.3%","Springfield - Frank H Freedman"
"2026","March","02810000","Springfield","02810080","Frederick Harris","School","All Students","92.9%","7.2","26.2%","23.9%","5%","17.8%","Springfield - Frederick Harris"
"2026","March","02810000","Springfield","02810080","Frederick Harris","School","American Indian or Alaska Native",,,,,,,"Springfield - Frederick Harris"
"2026","March","02810000","Springfield","02810080","Frederick Harris","School","Asian","95.5%","4.8","13%","13%","4.3%","4.3%","Springfield - Frederick Harris"
"2026","March","02810000","Springfield","02810080","Frederick Harris","School","Black or African American","93.8%","6.3","24.4%","21.8%","3.4%","16.8%","Springfield - Frederick Harris"
"2026","March","02810000","Springfield","02810080","Frederick Harris","School","Hispanic or Latino","92%","8.1","29.5%","27%","5%","20.5%","Springfield - Frederick Harris"
"2026","March","02810000","Springfield","02810080","Frederick Harris","School","Multi-Race, Not Hispanic or Latino","93.1%","6.8","25%","22.5%","12.5%","17.5%","Springfield - Frederick Harris"
"2026","March","02810000","Springfield","02810080","Frederick Harris","School","White","94.3%","5.7","18.2%","16.9%","3.9%","11.7%","Springfield - Frederick Harris"
"2026","March","02810000","Springfield","02810080","Frederick Harris","School","High Needs","92.1%","7.9","30.5%","28.9%","6.1%","21.3%","Springfield - Frederick Harris"
"2026","March","02810000","Springfield","02810080","Frederick Harris","School","English Learners","93.1%","6.9","25%","25%","4.6%","19.4%","Springfield - Frederick Harris"
"2026","March","02810000","Springfield","02810080","Frederick Harris","School","Low Income","91.9%","8.2","32%","30.9%","6.4%","22.4%","Springfield - Frederick Harris"
"2026","March","02810000","Springfield","02810080","Frederick Harris","School","Students with Disabilities","91.5%","8.6","33.3%","32.8%","9.3%","23.5%","Springfield - Frederick Harris"
"2026","March","02810000","Springfield","02810080","Frederick Harris","School","Female","92.7%","7.3","27.1%","23.4%","5%","19.5%","Springfield - Frederick Harris"
"2026","March","02810000","Springfield","02810080","Frederick Harris","School","Male","93.1%","7.1","25.2%","24.5%","5%","16%","Springfield - Frederick Harris"
"2026","March","02810000","Springfield","02810575","Gateway to College at Holyoke Community College","School","All Students","97.2%","3","12.9%","12.9%","0%","12.9%","Springfield - Gateway to College at Holyoke Community College"
"2026","March","02810000","Springfield","02810575","Gateway to College at Holyoke Community College","School","Black or African American",,,,,,,"Springfield - Gateway to College at Holyoke Community College"
"2026","March","02810000","Springfield","02810575","Gateway to College at Holyoke Community College","School","Hispanic or Latino","96.9%","3.5","13.6%","13.6%","0%","13.6%","Springfield - Gateway to College at Holyoke Community College"
"2026","March","02810000","Springfield","02810575","Gateway to College at Holyoke Community College","School","Multi-Race, Not Hispanic or Latino",,,,,,,"Springfield - Gateway to College at Holyoke Community College"
"2026","March","02810000","Springfield","02810575","Gateway to College at Holyoke Community College","School","White",,,,,,,"Springfield - Gateway to College at Holyoke Community College"
"2026","March","02810000","Springfield","02810575","Gateway to College at Holyoke Community College","School","High Needs","96.7%","3.5","15.4%","15.4%","0%","15.4%","Springfield - Gateway to College at Holyoke Community College"
"2026","March","02810000","Springfield","02810575","Gateway to College at Holyoke Community College","School","English Learners",,,,,,,"Springfield - Gateway to College at Holyoke Community College"
"2026","March","02810000","Springfield","02810575","Gateway to College at Holyoke Community College","School","Low Income","96.5%","3.6","16%","16%","0%","16%","Springfield - Gateway to College at Holyoke Community College"
"2026","March","02810000","Springfield","02810575","Gateway to College at Holyoke Community College","School","Students with Disabilities","94.6%","5.6","28.6%","28.6%","0%","28.6%","Springfield - Gateway to College at Holyoke Community College"
"2026","March","02810000","Springfield","02810575","Gateway to College at Holyoke Community College","School","Female","96.6%","3.6","12.5%","12.5%","0%","12.5%","Springfield - Gateway to College at Holyoke Community College"
"2026","March","02810000","Springfield","02810575","Gateway to College at Holyoke Community College","School","Male","97.6%","2.5","14.3%","14.3%","0%","14.3%","Springfield - Gateway to College at Holyoke Community College"
"2026","March","02810000","Springfield","02810580","Gateway to College at Springfield Technical Community College","School","All Students","92.7%","8.5","38.7%","19.4%","3.2%","32.3%","Springfield - Gateway to College at Springfield Technical Community College"
"2026","March","02810000","Springfield","02810580","Gateway to College at Springfield Technical Community College","School","Black or African American","92.7%","9","50%","16.7%","0%","33.3%","Springfield - Gateway to College at Springfield Technical Community College"
"2026","March","02810000","Springfield","02810580","Gateway to College at Springfield Technical Community College","School","Hispanic or Latino","92.7%","8.3","33.3%","19%","4.8%","28.6%","Springfield - Gateway to College at Springfield Technical Community College"
"2026","March","02810000","Springfield","02810580","Gateway to College at Springfield Technical Community College","School","Multi-Race, Not Hispanic or Latino",,,,,,,"Springfield - Gateway to College at Springfield Technical Community College"
"2026","March","02810000","Springfield","02810580","Gateway to College at Springfield Technical Community College","School","White",,,,,,,"Springfield - Gateway to College at Springfield Technical Community College"
"2026","March","02810000","Springfield","02810580","Gateway to College at Springfield Technical Community College","School","High Needs","92.7%","8.5","37.9%","20.7%","3.4%","31%","Springfield - Gateway to College at Springfield Technical Community College"
"2026","March","02810000","Springfield","02810580","Gateway to College at Springfield Technical Community College","School","English Learners",,,,,,,"Springfield - Gateway to College at Springfield Technical Community College"
"2026","March","02810000","Springfield","02810580","Gateway to College at Springfield Technical Community College","School","Low Income","92.3%","8.9","42.3%","23.1%","3.8%","34.6%","Springfield - Gateway to College at Springfield Technical Community College"
"2026","March","02810000","Springfield","02810580","Gateway to College at Springfield Technical Community College","School","Students with Disabilities",,,,,,,"Springfield - Gateway to College at Springfield Technical Community College"
"2026","March","02810000","Springfield","02810580","Gateway to College at Springfield Technical Community College","School","Female","92.3%","8.8","38.5%","23.1%","3.8%","34.6%","Springfield - Gateway to College at Springfield Technical Community College"
"2026","March","02810000","Springfield","02810580","Gateway to College at Springfield Technical Community College","School","Male",,,,,,,"Springfield - Gateway to College at Springfield Technical Community College"
"2026","March","02810000","Springfield","02810195","German Gerena Community School","School","All Students","93.9%","6.4","22.7%","19.7%","3.5%","10%","Springfield - German Gerena Community School"
"2026","March","02810000","Springfield","02810195","German Gerena Community School","School","American Indian or Alaska Native",,,,,,,"Springfield - German Gerena Community School"
"2026","March","02810000","Springfield","02810195","German Gerena Community School","School","Asian","96.6%","3.6","10%","10%","0%","10%","Springfield - German Gerena Community School"
"2026","March","02810000","Springfield","02810195","German Gerena Community School","School","Black or African American","94.9%","5.1","14.6%","12.2%","0%","4.9%","Springfield - German Gerena Community School"
"2026","March","02810000","Springfield","02810195","German Gerena Community School","School","Hispanic or Latino","93.6%","6.7","24.9%","21.8%","4%","11.1%","Springfield - German Gerena Community School"
"2026","March","02810000","Springfield","02810195","German Gerena Community School","School","Multi-Race, Not Hispanic or Latino","94.7%","5.6","9.1%","9.1%","9.1%","9.1%","Springfield - German Gerena Community School"
"2026","March","02810000","Springfield","02810195","German Gerena Community School","School","White","95.1%","5.1","25%","18.8%","0%","6.3%","Springfield - German Gerena Community School"
"2026","March","02810000","Springfield","02810195","German Gerena Community School","School","High Needs","93.7%","6.6","23.8%","21.1%","3.8%","10.8%","Springfield - German Gerena Community School"
"2026","March","02810000","Springfield","02810195","German Gerena Community School","School","English Learners","93.7%","6.6","24.4%","21.6%","2.8%","11.4%","Springfield - German Gerena Community School"
"2026","March","02810000","Springfield","02810195","German Gerena Community School","School","Low Income","93.5%","6.8","25%","22.1%","4.1%","11.6%","Springfield - German Gerena Community School"
"2026","March","02810000","Springfield","02810195","German Gerena Community School","School","Students with Disabilities","93.1%","7.2","25%","22.3%","4.9%","13.6%","Springfield - German Gerena Community School"
"2026","March","02810000","Springfield","02810195","German Gerena Community School","School","Female","93.8%","6.5","23.5%","20.3%","3.9%","10.8%","Springfield - German Gerena Community School"
"2026","March","02810000","Springfield","02810195","German Gerena Community School","School","Male","94%","6.3","21.9%","19.2%","3%","9.3%","Springfield - German Gerena Community School"
"2026","March","02810000","Springfield","02810065","Glenwood","School","All Students","93.1%","7.2","26.9%","21.9%","4%","9.4%","Springfield - Glenwood"
"2026","March","02810000","Springfield","02810065","Glenwood","School","American Indian or Alaska Native",,,,,,,"Springfield - Glenwood"
"2026","March","02810000","Springfield","02810065","Glenwood","School","Asian",,,,,,,"Springfield - Glenwood"
"2026","March","02810000","Springfield","02810065","Glenwood","School","Black or African American","93.9%","6.5","25%","21.4%","7.1%","10.7%","Springfield - Glenwood"
"2026","March","02810000","Springfield","02810065","Glenwood","School","Hispanic or Latino","92.7%","7.7","28.3%","23%","4%","11.1%","Springfield - Glenwood"
"2026","March","02810000","Springfield","02810065","Glenwood","School","Multi-Race, Not Hispanic or Latino","94.3%","5.7","30.8%","15.4%","0%","0%","Springfield - Glenwood"
"2026","March","02810000","Springfield","02810065","Glenwood","School","White","94.5%","5.5","20%","20%","4%","0%","Springfield - Glenwood"
